mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
Fc1ccc(CC(NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccccc2)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)CCC(=O)N)CC(=O)N)CCCCN)CCCNC(=N)N)CCCCN)CCCNC(=N)N)C)CO)CCCCN)CCCNC(=N)N)(C)C)C(O)C)cc1,1,31,-11.596994,4.2621503,-603.21027,5.2191978,-3.9777777,-68.70919,-11.596994,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0.0065383911,1
S=P(OCC1C(OP(=S)(OCC2C(O)C(OC)C(N3C(O)=NC(=N)C=C3)O2)O)C(OC)C(N2C(O)=NC(=N)C=C2)O1)(OC1C(OC)C(n2c3ncnc(N)c3nc2)OC1COP(=S)(OC1C(COP(=S)(OC2C(COP(=S)(OC3C(COP(=S)(OC4C(COP(=S)(OC5C(COP(=S)(OC6C(COP(=S)(OC7C(COP(=S)(OC8C(COP(=S)(OC9C(COP(=S)(OC%10C(COP(=S)(OC%11C(COP(=S)(OC%12C(COP(=S)(OC%13C(COP(=S)(OC%14C(COP(=S)(OC%15C(COP(=S)(OC%16C(COP(=S)(OC%17C(CO)OC(N%18C(O)=NC(=N)C=C%18)C%17)O)OC(n%17c%18NC(=N)N=C(O)c%18nc%17)C%16)O)OC(n%16c%17NC(=N)N=C(O)c%17nc%16)C%15)O)OC(N%15C(O)=NC(=N)C=C%15)C%14)O)OC(n%14c%15ncnc(N)c%15nc%14)C%13)O)OC(N%13C(=O)N=C(O)C(C)=C%13)C%12)O)OC(n%12c%13NC(=N)N=C(O)c%13nc%12)C%11)O)OC(N%11C(=O)N=C(O)C(C)=C%11)C%10)O)OC(N%10C(O)=NC(=N)C=C%10)C9)O)OC(N9C(=O)N=C(O)C(C)=C9)C8)O)OC(N8C(O)=NC(=N)C=C8)C7)O)OC(N7C(=O)N=C(O)C(C)=C7)C6)O)OC(N6C(O)=NC(=N)C=C6)C5)O)OC(N5C(=O)N=C(O)C(C)=C5)C4)O)OC(N4C(=O)N=C(O)C(C)=C4)C3)O)OC(n3c4NC(=N)N=C(O)c4nc3)C2)O)OC(N2C(O)=NC(=N)C=C2)C1)O)O,1,24,-11.575226,2.9526446,-3902.4958,106.47664,9.7547684,-78.492149,-11.575226,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0,1
Fc1ccc(CC(NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccccc2)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)CCC(=O)N)CC(=O)N)CCCCN)CCCNC(=N)N)CCCCN)CCCNC(=N)N)C)CO)CCCCN)CCCNC(=N)N)(C)C)C(O)C)cc1,1,31,-11.316348,5.2701674,-595.61414,12.117421,-2.6246614,-74.154732,-11.316348,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0.0065383911,1
S=P(OCC1C(OP(=S)(OCC2C(O)C(OC)C(N3C(O)=NC(=N)C=C3)O2)O)C(OC)C(N2C(O)=NC(=N)C=C2)O1)(OC1C(OC)C(n2c3ncnc(N)c3nc2)OC1COP(=S)(OC1C(COP(=S)(OC2C(COP(=S)(OC3C(COP(=S)(OC4C(COP(=S)(OC5C(COP(=S)(OC6C(COP(=S)(OC7C(COP(=S)(OC8C(COP(=S)(OC9C(COP(=S)(OC%10C(COP(=S)(OC%11C(COP(=S)(OC%12C(COP(=S)(OC%13C(COP(=S)(OC%14C(COP(=S)(OC%15C(COP(=S)(OC%16C(COP(=S)(OC%17C(CO)OC(N%18C(O)=NC(=N)C=C%18)C%17)O)OC(n%17c%18NC(=N)N=C(O)c%18nc%17)C%16)O)OC(n%16c%17NC(=N)N=C(O)c%17nc%16)C%15)O)OC(N%15C(O)=NC(=N)C=C%15)C%14)O)OC(n%14c%15ncnc(N)c%15nc%14)C%13)O)OC(N%13C(=O)N=C(O)C(C)=C%13)C%12)O)OC(n%12c%13NC(=N)N=C(O)c%13nc%12)C%11)O)OC(N%11C(=O)N=C(O)C(C)=C%11)C%10)O)OC(N%10C(O)=NC(=N)C=C%10)C9)O)OC(N9C(=O)N=C(O)C(C)=C9)C8)O)OC(N8C(O)=NC(=N)C=C8)C7)O)OC(N7C(=O)N=C(O)C(C)=C7)C6)O)OC(N6C(O)=NC(=N)C=C6)C5)O)OC(N5C(=O)N=C(O)C(C)=C5)C4)O)OC(N4C(=O)N=C(O)C(C)=C4)C3)O)OC(n3c4NC(=N)N=C(O)c4nc3)C2)O)OC(N2C(O)=NC(=N)C=C2)C1)O)O,1,24,-11.271627,4.4191737,-3892.8081,212.81245,20.817694,-76.091713,-11.271627,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0,1
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)N)CO)CO)CCCCN)CCCCN)C(C)C)C(NC(=O)C(NC(=O)C(NC(=O)C1N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C(NC(=O)C(NC(=O)c3cc4C(=O)OC5(c4cc3)c3c(Oc4c5ccc(O)c4)cc(O)cc3)CCC(=O)N)C(C)C)CCC2)Cc2c3c([nH]c2)cccc3)CCC(=O)O)CCC(=O)O)CCC1)Cc1ccc(O)cc1)Cc1ccc(O)cc1)C(C)C,1,6,-11.119438,3.6175358,-1.0057998,18.925816,-2.2351732,-70.588547,-11.119438,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0.0018278327,1
Fc1ccc(CC(NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccccc2)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)CCC(=O)N)CC(=O)N)CCCCN)CCCNC(=N)N)CCCCN)CCCNC(=N)N)C)CO)CCCCN)CCCNC(=N)N)(C)C)C(O)C)cc1,1,31,-11.066161,4.1741886,-599.38623,-3.5638373,-4.961009,-74.583824,-11.066161,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0.0065383911,1
Fc1ccc(CC(NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccccc2)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)CCC(=O)N)CC(=O)N)CCCCN)CCCNC(=N)N)CCCCN)CCCNC(=N)N)C)CO)CCCCN)CCCNC(=N)N)(C)C)C(O)C)cc1,1,31,-10.884097,5.1588979,-611.9093,22.829983,-2.5815754,-70.82856,-10.884097,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0.0065383911,1
Fc1ccc(CC(NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccccc2)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)CCC(=O)N)CC(=O)N)CCCCN)CCCNC(=N)N)CCCCN)CCCNC(=N)N)C)CO)CCCCN)CCCNC(=N)N)(C)C)C(O)C)cc1,1,31,-10.882536,3.9570317,-589.76862,-11.017556,-4.2190175,-67.87896,-10.882536,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0.013076782,1
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(=O)NC2C(=O)NC(Cc3c4c([nH]c3)cccc4)C(=O)NC(C(CC)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)CC(=O)N)CC(C)C)C)CCCCN)CCC(=O)O)CC(C)C)Cc3ccc(O)cc3)CCC(=O)NCCCC2)CC(C)C)Cc2ccccc2)Cc2ccccc2)CCCNC(=N)N)Cc2ccccc2)CCC1)C)CCCNC(=N)N)Cc1ccc(O)cc1)CO)CC(C)C)CO)C(NC(=O)C1N(C(=O)C(N)CCCCN)CCC1)C(C)C,1,29,-10.317953,5.0349598,-403.82236,420.16785,44.250111,-61.497299,-10.317953,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0,1
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(=O)NC2C(=O)NC(Cc3c4c([nH]c3)cccc4)C(=O)NC(C(CC)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)CC(=O)N)CC(C)C)C)CCCCN)CCC(=O)O)CC(C)C)Cc3ccc(O)cc3)CCC(=O)NCCCC2)CC(C)C)Cc2ccccc2)Cc2ccccc2)CCCNC(=N)N)Cc2ccccc2)CCC1)C)CCCNC(=N)N)Cc1ccc(O)cc1)CO)CC(C)C)CO)C(NC(=O)C1N(C(=O)C(N)CCCCN)CCC1)C(C)C,1,29,-10.206282,3.7449026,-393.30972,336.48792,35.440441,-62.381878,-10.206282,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0,1
Ic1c(OC2C(O)C(OC)C(O)C(C)O2)c(O)c(OC)c(C(SC2C(C)OC(ONC3C(O)C(OC4OCC(N(C(=O)C)CC)(C)C(OC)C4)C(OC4C=5C(=CCSSC(CC(=O)NN=C(C)c6ccc(OCCCC(=O)N)cc6)(C)C)C(O)(C#CC=CC#C4)CC(=O)C=5NC(=O)OC)OC3C)CC2O)=O)c1C,1,21,-10.139801,2.8999121,18.638002,-24.97212,-5.9664721,-65.913918,-10.139801,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0,1
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)N)CO)CO)CCCCN)CCCCN)C(C)C)C(NC(=O)C(NC(=O)C(NC(=O)C1N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C(NC(=O)C(NC(=O)c3cc4C(=O)OC5(c4cc3)c3c(Oc4c5ccc(O)c4)cc(O)cc3)CCC(=O)N)C(C)C)CCC2)Cc2c3c([nH]c2)cccc3)CCC(=O)O)CCC(=O)O)CCC1)Cc1ccc(O)cc1)Cc1ccc(O)cc1)C(C)C,1,6,-10.072678,4.2822251,-20.040216,-20.005251,-3.4815946,-63.808712,-10.072678,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0.0018278327,1
SCCNC(=O)C1(C)N(C(=O)C(NC(=O)C(NC(=O)C2N3C(=O)C(Cc4c5c(n(Cc6nnn(-c7cc(C)cc(C)c7)c6)c4)ccc(F)c5)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCS)CNC(=O)CCOCCOCC[N+](C)(C)C)C)Cc4cc(ccc4)CC=CCOC2CC3)C(O)C)Cc2ccc(OC)cc2)CCC1,1,9,-10.032857,5.4146867,142.77689,-42.173706,-7.0965037,-64.347244,-10.032857,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,2.6813395,1
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)N)CO)CO)CCCCN)CCCCN)C(C)C)C(NC(=O)C(NC(=O)C(NC(=O)C1N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C(NC(=O)C(NC(=O)c3cc4C(=O)OC5(c4cc3)c3c(Oc4c5ccc(O)c4)cc(O)cc3)CCC(=O)N)C(C)C)CCC2)Cc2c3c([nH]c2)cccc3)CCC(=O)O)CCC(=O)O)CCC1)Cc1ccc(O)cc1)Cc1ccc(O)cc1)C(C)C,1,6,-10.005295,5.2424769,-12.26356,0.48073116,-3.0247154,-64.510178,-10.005295,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0.0018278327,1
Ic1c(OC2C(O)C(OC)C(O)C(C)O2)c(O)c(OC)c(C(SC2C(C)OC(ONC3C(O)C(OC4OCC(N(C(=O)C)CC)(C)C(OC)C4)C(OC4C=5C(=CCSSC(CC(=O)NN=C(C)c6ccc(OCCCC(=O)N)cc6)(C)C)C(O)(C#CC=CC#C4)CC(=O)C=5NC(=O)OC)OC3C)CC2O)=O)c1C,1,21,-9.8074141,7.286222,9.4523249,-63.528606,-7.2847624,-58.348827,-9.8074141,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0,1
Ic1c(OC2C(O)C(OC)C(O)C(C)O2)c(O)c(OC)c(C(SC2C(C)OC(ONC3C(O)C(OC4OCC(N(C(=O)C)CC)(C)C(OC)C4)C(OC4C=5C(=CCSSC(CC(=O)NN=C(C)c6ccc(OCCCC(=O)N)cc6)(C)C)C(O)(C#CC=CC#C4)CC(=O)C=5NC(=O)OC)OC3C)CC2O)=O)c1C,1,21,-9.7857714,3.5290449,23.532024,-58.449463,-8.254035,-59.688396,-9.7857714,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0,1
Ic1c(OC2C(O)C(OC)C(O)C(C)O2)c(O)c(OC)c(C(SC2C(C)OC(ONC3C(O)C(OC4OCC(N(C(=O)C)CC)(C)C(OC)C4)C(OC4C=5C(=CCSSC(CC(=O)NN=C(C)c6ccc(OCCCC(=O)N)cc6)(C)C)C(O)(C#CC=CC#C4)CC(=O)C=5NC(=O)OC)OC3C)CC2O)=O)c1C,1,21,-9.7753487,2.8824754,19.290258,-18.785978,-5.8847251,-56.410034,-9.7753487,$HOME/My Research/MDM2/sdf for docking/smiles_data19.sdf,0,1
