mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=C(N[C@@]1C(=O)N[C@@](Cc2nc[nH]c2)C(=O)N[C@](Cc2ccccc2)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@](C(=O)O)CCCCNC(=O)C1)[C@@](NC(=O)C)CCCC,1,841,-8.3904657,2.4951437,-262.82059,-37.210575,-7.2158756,-46.000114,-8.3904657,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
O=C(O[C@]1(CC)C(=O)OCC=2C(=O)N3C(c4nc5c(cc4C3)cccc5)=CC1=2)[C@@](NC(=O)COCCOCC(=O)N[C@](C(=O)O[C@]1(CC)C(=O)OCC=2C(=O)N3C(c4nc5c(cc4C3)cccc5)=CC1=2)C)C,1,580,-8.3878069,3.2351599,183.02341,-73.241257,-9.6925116,-50.010899,-8.3878069,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,2.6257081,1
S(CC(=O)O[C@@](COP(=O)(OCC[N+](C)(C)C)[O-])COC(=O)CSCCCCCCCCCCCCCC)CCCCCCCCCCCCCC,1,48,-8.3826962,3.2483008,-47.349789,26.408205,-8.6520815,-46.445026,-8.3826962,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,2.8081226,1
O(CCOCCOCCOCCOCCO)CCOCCOCCOCCOCCCCCCCCCCCC,1,899,-8.3758249,2.3711154,142.45741,-73.085625,-8.4716988,-49.394783,-8.3758249,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.8194375,1
S(=O)(=O)(CC[C@](N)C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)NCCCCCCCCN)Cc1ccccc1)CCCCN)Cc1ccccc1)Cc1nc[nH]c1)CCC(=O)O)C,1,42,-8.3633108,7.0060763,12.976852,-67.152641,-6.74366,-47.63974,-8.3633108,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.0065383911,1
S(=O)(=O)(N(C[C@@](O)[C@@](NC(=O)O[C@@]1[C@]2[C@@](OC1)OCC2)Cc1ccccc1)CC(C)C)c1cc2sc(NC3CCN(C4CCCC4)CC3)nc2cc1,1,494,-8.3613701,2.8811483,-54.583401,-46.676815,-10.299142,-44.940376,-8.3613701,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.0065383911,1
O=C(O)[C@@](NC(=O)[C@]1N(C(=O)[C@@]2N(C(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@]3N(C(=O)[C@]4N(C(=O)[C@@](NC(=O)[C@](N)CCCNC(=N)N)CCCNC(=N)N)CCC4)C[C@](O)C3)Cc3sccc3)CO)Cc3c(cccc3)C2)[C@@]2[C@](C1)CCCC2)CCCNC(=N)N,1,204,-8.3391962,2.6593394,-386.1619,-44.277828,-6.6233516,-42.70853,-8.3391962,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
O=C(O)[C@@](NC(=O)[C@]1N(C(=O)[C@@]2N(C(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@]3N(C(=O)[C@]4N(C(=O)[C@@](NC(=O)[C@](N)CCCNC(=N)N)CCCNC(=N)N)CCC4)C[C@](O)C3)Cc3sccc3)CO)Cc3c(cccc3)C2)[C@@]2[C@](C1)CCCC2)CCCNC(=N)N,1,204,-8.308876,1.3437459,-387.3891,-67.097786,-5.8549709,-45.888306,-8.308876,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
O=C(O[C@]1(CC)C(=O)OCC=2C(=O)N3C(c4nc5c(cc4C3)cccc5)=CC1=2)[C@@](NC(=O)COCCOCC(=O)N[C@](C(=O)O[C@]1(CC)C(=O)OCC=2C(=O)N3C(c4nc5c(cc4C3)cccc5)=CC1=2)C)C,1,580,-8.2905817,4.4275994,184.25761,-54.222279,-9.1556053,-47.343624,-8.2905817,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,1.3133558,1
Fc1c(N2CCC(c3ccc(F)cc3)CC2)c(F)cc(N2[C@@](c3c(F)cc4[nH]c([C@]5N(C(=O)[C@@](NC(=O)OC)[C@](OC)C)CCC5)nc4c3)CC[C@@]2c2c(F)cc3[nH]c([C@]4N(C(=O)[C@@](NC(=O)OC)[C@](OC)C)CCC4)nc3c2)c1,1,125,-8.2870913,5.3522491,28.032827,-56.514996,-8.1725121,-45.94384,-8.2870913,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
O=C(O)[C@](NC(=O)[C@](NC(=O)[C@@](NC(=O)N1[C@@](C)CCC[C@]1C)CC(C)(C)C)Cc1c2c(n(C(=O)OC)c1)cccc2)CCCC,1,929,-8.2801781,2.3181343,-53.668083,-69.893311,-9.9132128,-43.420246,-8.2801781,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.65795898,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)[C@@](N)CSSC2)CCC1)CCCCN,1,520,-8.2737713,3.0935991,-65.559685,-17.571451,-7.8325067,-47.589413,-8.2737713,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
BrC(C(=O)Nc1cn(C)c(C(=O)Nc2cn(C)c(C(=O)Nc3cn(C)c(C(=O)Nc4cn(C)c(C(=O)NCCNC(=N)N)c4)c3)c2)c1)=C,1,820,-8.2720547,3.7774529,-244.72073,-55.799271,-9.9068069,-50.944359,-8.2720547,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,3.1259427,1
O=C(NCCCCOn1c(CCCC)nc2c(N)nc3c(c12)cccc3)CCCCCCCCCCCCCCCCC,1,349,-8.2639599,1.7732519,28.684708,-70.320396,-8.4579802,-46.116264,-8.2639599,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,1.1460465,1
Clc1ccc([C@@]2N(c3ccc(N(CC4CCC(N5CC(=O)N(C)CC5)CC4)C)cc3)C(=O)Cc3c2cc(OC(C)C)c(OC)c3)cc1,1,171,-8.2460527,1.4157944,59.047039,-73.017113,-9.8818445,-42.674068,-8.2460527,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.55248845,1
O=C(O)[C@@](NC(=O)[C@]1N(C(=O)[C@@]2N(C(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@]3N(C(=O)[C@]4N(C(=O)[C@@](NC(=O)[C@](N)CCCNC(=N)N)CCCNC(=N)N)CCC4)C[C@](O)C3)Cc3sccc3)CO)Cc3c(cccc3)C2)[C@@]2[C@](C1)CCCC2)CCCNC(=N)N,1,204,-8.245223,3.6696155,-380.13367,-78.889969,-6.739912,-47.600395,-8.245223,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
S(CC(=O)O[C@@](COP(=O)(OCC[N+](C)(C)C)[O-])COC(=O)CSCCCCCCCCCCCCCC)CCCCCCCCCCCCCC,1,48,-8.186944,2.8479066,-48.067871,-26.860153,-8.8530226,-42.221233,-8.186944,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,2.8081226,1
Cl[C@]1(C)[C@](O)[C@@](CO[P@@](=O)(Oc2ccccc2)N[C@@](C(=O)OC(C)C)C)O[C@]1N1C(=O)NC(=O)C=C1,1,806,-8.160593,2.5468311,-132.22676,-42.486973,-8.141263,-42.036301,-8.160593,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.34878165,1
S(=O)(=O)(NC(=O)COCCCCN(C(C)C)c1nc(c(-c2ccccc2)nc1)-c1ccccc1)C,1,941,-8.158042,1.581532,-53.590996,-93.061523,-10.689952,-41.878654,-8.158042,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,2.0963793,1
BrC(C(=O)Nc1cn(C)c(C(=O)Nc2cn(C)c(C(=O)Nc3cn(C)c(C(=O)Nc4cn(C)c(C(=O)NCCNC(=N)N)c4)c3)c2)c1)=C,1,820,-8.147706,3.8635042,-245.3719,-69.632835,-9.9724722,-55.24754,-8.147706,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.34979036,1
O=C(N[C@@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@@]1C(=O)NCC(=O)N[C@@](CCCN)C(=O)N[C@@](CC(=O)O)C(=O)N[C@](C)C(=O)N[C@@](CC(=O)O)C(=O)NCC(=O)N[C@](CO)C(=O)N[C@@]([C@@](CC(=O)O)C)C(=O)N[C@@](CC(=O)c2c(N)cccc2)C(=O)O[C@@]1C)CC(=O)O)CC(=O)N)Cc1c2c([nH]c1)cccc2)/C=C(\C)/c1ccc(CCCCC)cc1,1,739,-8.1326313,2.8426511,-257.77448,-23.61833,-3.8825085,-44.541317,-8.1326313,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
S(=O)(=O)(NC(=O)COCCCCN(C(C)C)c1nc(c(-c2ccccc2)nc1)-c1ccccc1)C,1,941,-8.1271706,1.7549201,-56.724434,-79.281662,-9.3750315,-43.859062,-8.1271706,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,1.7459782,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)[C@@](N)CSSC2)CCC1)CCCCN,1,520,-8.123991,3.7413089,-70.945854,-49.916222,-8.5866184,-43.868149,-8.123991,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
Ic1c(N(C(=O)C)CC(O)CN(C(=O)C)c2c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c2I)c(I)c(C(=O)NCC(O)CO)c(I)c1C(=O)NCC(O)CO,1,19,-8.1228619,2.6835127,-23.834494,-69.628525,-10.323617,-48.647144,-8.1228619,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.00051716226,1
S(=O)(=O)(O)c1cc(CN(CC)c2cc(C)c(/C(/c3ccc(Nc4ccc(OCC)cc4)cc3)=C\3/C(C)=C/C(=[N+](\CC)/Cc4cc(S(=O)(=O)[O-])ccc4)/C=C/3)cc2)ccc1,1,252,-8.1122818,1.5017841,-19.054258,-63.53561,-9.2288952,-48.141937,-8.1122818,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.065711126,1
O=C(NCC1CCN(CC2CCOCC2)CC1)[C@](NC(=O)C1(NC(=O)c2sc3c(c2)ccc(C)c3)CCCC1)Cc1ccccc1,1,647,-8.1009321,1.3528309,42.335583,-73.157837,-9.2183123,-43.556141,-8.1009321,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.00017466571,1
O=C(O)[C@@](NC(=O)[C@]1N(C(=O)[C@@]2N(C(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@]3N(C(=O)[C@]4N(C(=O)[C@@](NC(=O)[C@](N)CCCNC(=N)N)CCCNC(=N)N)CCC4)C[C@](O)C3)Cc3sccc3)CO)Cc3c(cccc3)C2)[C@@]2[C@](C1)CCCC2)CCCNC(=N)N,1,204,-8.0917358,4.2076898,-386.62155,-48.021469,-5.149725,-42.540424,-8.0917358,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
O(CC(CCCC)CC)c1cc(O)c(-c2nc(-c3c(O)cc(OCC(CCCC)CC)cc3)nc(-c3ccc(OC)cc3)n2)cc1,1,768,-8.0851545,1.0627342,-46.854046,-101.92665,-11.431954,-43.83485,-8.0851545,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0.00027672321,1
O=C(N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N1[C@](C(=O)NCC)CCC1)CCCNC(=N)N)[C@](CC)C)CCC)[C@@](NC(=O)[C@](NC(=O)[C@@](NC(=O)CNC(=O)CN(C(=O)C)C)C(C)C)[C@](CC)C)[C@](O)C,1,477,-8.0555162,2.2157528,-65.000816,-13.726548,-5.1579652,-40.951969,-8.0555162,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data9.sdf,0,1
