mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=C(NNC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)[C@](NC(=O)C)Cc2ccc(O)cc2)C[C@](O)C1)CC(=O)N)[C@](O)C)Cc1ccccc1)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)Cc1c2c([nH]c1)cccc2)CCCNC(=N)NC)CC(C)C,1,695,-9.6278515,1.6705487,-294.34705,-98.465149,-4.825583,-53.642441,-9.6278515,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.64455575,1
O=C(N[C@@]1C(=O)N[C@@](Cc2ccccc2)C(=O)N[C@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@](CCCCN)C(=O)N[C@@]([C@](O)C)C(=O)N[C@](C(=O)N[C@@]([C@](O)C)CO)CSSC1)[C@](N)Cc1ccccc1,1,406,-9.5122824,1.8779036,104.3103,-38.15469,-8.6890011,-52.463764,-9.5122824,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0,1
O=C(O)[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)CNC)CCCNC(=N)N)C(C)C)Cc2ccc(O)cc2)C(C)C)Cc2[nH]cnc2)CCC1)C,1,98,-9.4768839,1.6617081,-82.661758,-114.9413,-10.350119,-55.360394,-9.4768839,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.01043129,1
O=C(O)[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)CNC)CCCNC(=N)N)C(C)C)Cc2ccc(O)cc2)C(C)C)Cc2[nH]cnc2)CCC1)C,1,98,-9.4543562,2.7910635,-73.197838,-96.996124,-9.3158035,-50.496078,-9.4543562,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.0038928986,1
O=C(NNC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)[C@](NC(=O)C)Cc2ccc(O)cc2)C[C@](O)C1)CC(=O)N)[C@](O)C)Cc1ccccc1)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)Cc1c2c([nH]c1)cccc2)CCCNC(=N)NC)CC(C)C,1,695,-9.4475403,1.2597895,-298.11008,-84.448044,-4.7265296,-51.891315,-9.4475403,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.64455575,1
Clc1ccc(C(=O)n2c(C)c(CC(=O)OCCN3CCN(CCCOC(=O)CCC(NC(=O)c4ccccc4)C(=O)N(CCC)CCC)CC3)c3c2ccc(OC)c3)cc1,1,706,-9.3753719,4.1329226,157.0553,-56.001259,-9.7390671,-53.50161,-9.3753719,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.090265721,1
O=C(Nc1cc(C(=O)N[C@](C(=O)Nc2cc(C(=O)N)c(OC)cc2)CCCCN)c(OC)cc1)[C@@](NC(=O)c1c(OC)ccc(NC(=O)[C@@](NC(=O)c2c(OC)ccc(NC(=O)[C@@](N)CCCCN)c2)CCCCN)c1)CCCCN,1,753,-9.3602257,3.4642558,-57.979511,-80.379875,-6.1339841,-54.972519,-9.3602257,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.0067138369,1
Clc1ccc(C2=C(CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(N[C@@](CSc6ccccc6)CCN6CCN(C(=O)CCCCCC(=O)N[C@@](C(C)(C)C)C(=O)N7[C@](C(=O)N[C@@](C)c8ccc(-c9c(C)ncs9)cc8)C[C@@](O)C7)CC6)cc5)cc4)CC3)CC(C)(C)CC2)cc1,1,807,-9.3104105,3.4533792,136.83864,61.396282,0.28182489,-54.447983,-9.3104105,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0,1
Clc1ccc(C2=C(CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(N[C@@](CSc6ccccc6)CCN6CCN(C(=O)CCCCCC(=O)N[C@@](C(C)(C)C)C(=O)N7[C@](C(=O)N[C@@](C)c8ccc(-c9c(C)ncs9)cc8)C[C@@](O)C7)CC6)cc5)cc4)CC3)CC(C)(C)CC2)cc1,1,807,-9.2788239,6.1510472,129.62938,-42.055012,-6.9388494,-54.708595,-9.2788239,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)[C@@](N)CSSC2)CCC1)CCCNC(=N)N,1,993,-9.2060575,2.9833791,-251.77295,-62.842262,-8.0941067,-52.633621,-9.2060575,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,2.4552445,1
O=C(Nc1cc(C(=O)N[C@](C(=O)Nc2cc(C(=O)N)c(OC)cc2)CCCCN)c(OC)cc1)[C@@](NC(=O)c1c(OC)ccc(NC(=O)[C@@](NC(=O)c2c(OC)ccc(NC(=O)[C@@](N)CCCCN)c2)CCCCN)c1)CCCCN,1,753,-9.1265001,6.1313753,-56.120583,-52.8535,-6.6767163,-54.184246,-9.1265001,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.0066261138,1
P(=O)(OC[C@](N)C(=O)O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)O,1,858,-9.1262474,3.018878,-29.567335,-57.043076,-7.3080549,-50.97913,-9.1262474,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.76220703,1
ClCCN(P(=O)(OCCS(=O)(=O)C[C@](NC(=O)CC[C@](N)C(=O)O)C(=O)N[C@@](C(=O)O)c1ccccc1)N(CCCl)CCCl)CCCl,1,42,-9.1024246,1.5396296,-68.668716,-92.898033,-9.367816,-47.027374,-9.1024246,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0,1
O=C(O)[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)CNC)CCCNC(=N)N)C(C)C)Cc2ccc(O)cc2)C(C)C)Cc2[nH]cnc2)CCC1)C,1,98,-9.1023645,3.1616874,-73.952393,-77.626526,-8.3776007,-49.059101,-9.1023645,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.0065383911,1
Clc1ccc(C(=O)n2c(C)c(CC(=O)OCCN3CCN(CCCOC(=O)CCC(NC(=O)c4ccccc4)C(=O)N(CCC)CCC)CC3)c3c2ccc(OC)c3)cc1,1,706,-9.0512466,3.0717301,157.25879,-77.753937,-12.215058,-52.540791,-9.0512466,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.08372733,1
O=C(Nc1cc(C(=O)N[C@](C(=O)Nc2cc(C(=O)N)c(OC)cc2)CCCCN)c(OC)cc1)[C@@](NC(=O)c1c(OC)ccc(NC(=O)[C@@](NC(=O)c2c(OC)ccc(NC(=O)[C@@](N)CCCCN)c2)CCCCN)c1)CCCCN,1,753,-9.0077019,1.8207955,-56.691319,-36.478512,-8.887167,-54.459557,-9.0077019,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0,1
O=C(Nc1cc(C(=O)N[C@](C(=O)Nc2cc(C(=O)N)c(OC)cc2)CCCCN)c(OC)cc1)[C@@](NC(=O)c1c(OC)ccc(NC(=O)[C@@](NC(=O)c2c(OC)ccc(NC(=O)[C@@](N)CCCCN)c2)CCCCN)c1)CCCCN,1,753,-8.9894342,2.2106371,-51.968685,-8.6657114,-5.2702403,-55.271709,-8.9894342,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.00026316848,1
O=C(N[C@](C(=O)N[C@@]1C(=O)N[C@@](CCN)C(=O)N[C@](CC(C)C)C(=O)N[C@@](CC(C)C)C(=O)N[C@@](CCN)C(=O)N[C@@](CCN)C(=O)N[C@@]([C@](O)C)C(=O)NCC1)CCN)[C@@](NC(=O)[C@@](NC(=O)CCCC(CC)C)CCN)[C@](O)C,1,600,-8.9400558,3.1474276,12.740439,-28.731272,-5.1255584,-52.827084,-8.9400558,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0,1
O=C(NNC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)[C@](NC(=O)C)Cc2ccc(O)cc2)C[C@](O)C1)CC(=O)N)[C@](O)C)Cc1ccccc1)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)Cc1c2c([nH]c1)cccc2)CCCNC(=N)NC)CC(C)C,1,695,-8.9367313,1.4804257,-292.59622,-80.530121,-6.0970554,-46.514206,-8.9367313,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.64455575,1
Clc1ccc(C(=O)n2c(C)c(CC(=O)OCCN3CCN(CCCOC(=O)CCC(NC(=O)c4ccccc4)C(=O)N(CCC)CCC)CC3)c3c2ccc(OC)c3)cc1,1,706,-8.889822,3.0329707,157.44778,-67.909416,-12.141556,-51.419365,-8.889822,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.043010727,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)[C@@](N)CSSC2)CCC1)CCCNC(=N)N,1,993,-8.8790598,2.1445875,-258.29727,-82.508858,-10.100413,-57.219849,-8.8790598,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,2.4552445,1
O=C(Nc1cc(C(=O)N[C@](C(=O)Nc2cc(C(=O)N)c(OC)cc2)CCCCN)c(OC)cc1)[C@@](NC(=O)c1c(OC)ccc(NC(=O)[C@@](NC(=O)c2c(OC)ccc(NC(=O)[C@@](N)CCCCN)c2)CCCCN)c1)CCCCN,1,753,-8.853899,4.3843098,-61.26815,-84.151016,-8.962244,-54.694157,-8.853899,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data10.sdf,0.0068015596,1
