"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3649975";"";"None";"560.06";"2";"5.84";"BDBM135357";"CCOC(c1cccnc1)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1";"IC50";"'='";"5.0";"nM";"8.30";"";"268866";"UO_0000065";"14.82";"0.28";"2.46";"6.66";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3650022";"";"None";"623.13";"2";"5.42";"BDBM135425";"CC([C@H]1CC[C@H](C)CC1)n1c(N2CCN(C(=O)C3(F)CC3)C[C@H]2C)nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c21";"IC50";"'='";"1.0";"nM";"9.00";"";"268934";"UO_0000065";"14.44";"0.28";"3.58";"7.14";"0";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3927923";"";"None";"568.05";"2";"5.02";"BDBM135263";"C[C@H]1CC[C@H](Cn2c(N3CCO[C@H]4CC(F)C[C@@H]43)nc3cc(-c4nc(=O)o[nH]4)nc(-c4cncc(Cl)c4)c32)CC1";"IC50";"'='";"1.0";"nM";"9.00";"";"268772";"UO_0000065";"15.84";"0.31";"3.98";"7.83";"0";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3971736";"";"None";"564.09";"2";"5.64";"BDBM135284";"CC([C@H]1CC[C@H](C)CC1)n1c(N2CCO[C@H]3CCC[C@@H]32)nc2cc(-c3nc(=O)o[nH]3)nc(-c3cncc(Cl)c3)c21";"IC50";"'='";"1.0";"nM";"9.00";"";"268794";"UO_0000065";"15.95";"0.31";"3.36";"7.83";"0";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3649928";"";"None";"552.08";"2";"5.49";"BDBM135294";"CO[C@@H]1C[C@@H](C)N(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C(C)[C@H]2CC[C@H](C)CC2)C1";"IC50";"'='";"2.0";"nM";"8.70";"";"268806";"UO_0000065";"15.76";"0.30";"3.21";"7.57";"0";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3649967";"";"None";"523.04";"2";"5.80";"BDBM135342";"CCOC(c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CC1";"IC50";"'='";"1.0";"nM";"9.00";"";"268852";"UO_0000065";"17.21";"0.33";"3.20";"8.06";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3647061";"";"None";"566.11";"2";"5.71";"BDBM135123";"COC(C)(C)[C@@H]1CCCN1c1nc2cc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"268632";"UO_0000065";"15.37";"0.30";"2.99";"7.57";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3647066";"";"None";"562.00";"2";"5.85";"BDBM135130";"C[C@H]1CC[C@H](Cn2c(N3CCC[C@H]3C(F)(F)F)nc3cc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"268639";"UO_0000065";"15.48";"0.30";"2.85";"8.23";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3936690";"";"None";"537.59";"2";"6.98";"BDBM135103";"CC(C)c1ccnc(-c2nc3cc(C(=O)O)nc(N[C@@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1";"IC50";"'='";"29.0";"nM";"7.54";"";"268612";"UO_0000065";"14.02";"0.26";"0.56";"8.11";"0";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3649834";"";"None";"600.12";"2";"6.28";"BDBM135165";"CC1CN(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)C(c2ccccc2)CO1";"IC50";"'='";"2.0";"nM";"8.70";"";"268674";"UO_0000065";"14.50";"0.28";"2.42";"7.57";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3649850";"";"None";"575.08";"2";"4.79";"BDBM135186";"Cn1cnc(C2CCCN2c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)n1";"IC50";"'='";"12.0";"nM";"7.92";"";"268695";"UO_0000065";"13.77";"0.26";"3.13";"5.81";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3649969";"";"None";"553.06";"2";"5.43";"BDBM135348";"COCCOC(c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CC1";"IC50";"'='";"7.0";"nM";"8.15";"";"268859";"UO_0000065";"14.75";"0.29";"2.72";"6.74";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3649979";"";"None";"546.99";"2";"5.69";"BDBM135365";"C[C@H]1CC[C@H](Cn2c(C(=O)c3ccccc3F)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"268874";"UO_0000065";"15.90";"0.30";"3.01";"7.28";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3649985";"";"None";"548.02";"2";"5.94";"BDBM135376";"CC(F)(c1ccccn1)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"268886";"UO_0000065";"15.87";"0.30";"2.76";"7.54";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3650000";"";"None";"664.99";"2";"6.66";"BDBM135396";"C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3c(Br)c(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"268905";"UO_0000065";"13.08";"0.28";"2.04";"7.57";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3650002";"";"None";"568.05";"2";"5.21";"BDBM135398";"C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3c(F)c(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1";"IC50";"'='";"1.0";"nM";"9.00";"";"268907";"UO_0000065";"15.84";"0.31";"3.79";"7.83";"0";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3971378";"";"None";"610.12";"2";"4.45";"BDBM135436";"C[C@H]1CC[C@H](Cn2c(N3CCO[C@H]4CCC[C@@H]43)nc3cc(-c4nc(=O)o[nH]4)nc(-c4cc(Cl)cnc4OCCO)c32)CC1";"IC50";"'='";"1.0";"nM";"9.00";"";"268945";"UO_0000065";"14.75";"0.29";"4.55";"6.23";"0";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3653328";"";"None";"552.64";"1";"4.64";"BDBM135447";"C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cnccn4)c32)CC1";"IC50";"'='";"119.0";"nM";"6.92";"";"268956";"UO_0000065";"12.53";"0.23";"2.28";"5.42";"1";"CHEMBL3706024";"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5023";"p53-binding protein Mdm-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638835";"37";"BindingDB Database";"";"2014";"None";"";""
