mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
SC[C@](NC(=O)[C@@](NC(=O)[C@@](N)CNC(=O)CC[C@@](NC(=O)c1ccc(NCC=2N=C3C(=O)N=CN=C3NC=2)cc1)C(=O)O)CC(=O)O)C(=O)O,1,107,-8.6726255,1.8353349,-45.346672,-109.04961,-9.2190151,-47.489712,-8.6726255,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.30493164,1
O=C1N(C)[C@@]([C@](O)[C@@](C/C=C/C=C)C)C(=O)N[C@@](CC)C(=O)N(C)CC(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C)C(=O)N[C@@](C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@]1C(C)C,1,148,-8.6696014,2.5075605,336.02057,13.019498,-6.0386486,-48.406013,-8.6696014,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(OC1C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C1OC(=O)c1cnccc1)c1cnccc1,1,983,-8.6648979,3.3010166,53.348221,-16.962797,-9.9387207,-47.40868,-8.6648979,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,1.5170186,1
O=C(NNC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]2NC(=O)CC2)Cc2[nH]cnc2)Cc2c3c([nH]c2)cccc3)CO)Cc2ccc(O)cc2)COC(C)(C)C)CC(C)C)CCCNC(=N)N)CCC1)N,1,103,-8.5842772,3.7478566,-227.75264,-26.525665,-6.4953451,-54.448536,-8.5842772,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(NCC(=O)N[C@](C(=O)N)CCCNC(=N)N)[C@@](NC(=O)[C@]1NC(=O)[C@](C(C)C)NC(=O)[C@]2NC(=O)[C@](Cc3ccccc3)NC(=O)[C@](CCCNC(=N)N)NC(=O)CNC(=O)[C@](CCCNC(=N)N)NC(=O)[C@@](NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)CNC(=O)[C@@](N)CCCNC(=N)N)CC(C)C)CSSC1)CSSC2)C(C)C,1,430,-8.5674276,2.1067426,-628.98737,-51.893902,-5.0486588,-49.913845,-8.5674276,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
S(=O)(=O)(OCC1C(OC2C(OS(=O)(=O)O)C(O)C(OC3C(NS(=O)(=O)O)C(OS(=O)(=O)O)C(OC4C(OS(=O)(=O)O)C(O)C(O)C(C(=O)O)O4)C(CO)O3)C(C(=O)O)O2)C(O)C(NC(=O)C)C(O)O1)O,1,737,-8.5463285,2.0349884,-181.91191,-69.726524,-7.6500549,-51.567825,-8.5463285,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
S(=O)(=O)(OCC1C(OC2C(OS(=O)(=O)O)C(O)C(OC3C(NS(=O)(=O)O)C(OS(=O)(=O)O)C(OC4C(OS(=O)(=O)O)C(O)C(O)C(C(=O)O)O4)C(CO)O3)C(C(=O)O)O2)C(O)C(NC(=O)C)C(O)O1)O,1,737,-8.5058651,2.2918358,-173.8179,-34.696678,-7.5696368,-51.194233,-8.5058651,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(OCCCCCOC(=O)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1,1,560,-8.4943323,2.4580264,30.951963,-48.027706,-7.6340184,-50.302357,-8.4943323,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(OC1C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C1OC(=O)c1cnccc1)c1cnccc1,1,983,-8.4926071,2.0402486,59.097237,-48.209312,-8.9694004,-44.236809,-8.4926071,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,1.7704365,1
O=C1N(C)C(C(O)C(CC=CC)C)C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C,1,903,-8.4829464,2.2876887,316.92215,-44.803818,-6.8974915,-48.096119,-8.4829464,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.27319342,1
S(CC[C@](NC=O)C(=O)N[C@](C(=O)NCC(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)O)CC(C)C)CCC(=O)O)CS)CC(=O)O)C,1,204,-8.4774733,2.2731292,-118.79424,-65.132767,-8.8679628,-50.359127,-8.4774733,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
S(CC[C@](NC=O)C(=O)N[C@](C(=O)NCC(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)O)CC(C)C)CCC(=O)O)CS)CC(=O)O)C,1,204,-8.4622583,1.6670864,-111.91145,-80.660141,-9.3469296,-49.16349,-8.4622583,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.0065383911,1
O=C(OC1C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C1OC(=O)c1cnccc1)c1cnccc1,1,983,-8.444438,1.3784728,50.388405,-60.557339,-9.7765484,-45.973171,-8.444438,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.38012695,1
S(CC[C@](NC=O)C(=O)N[C@](C(=O)NCC(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)O)CC(C)C)CCC(=O)O)CS)CC(=O)O)C,1,204,-8.4111834,2.8075843,-119.92437,-60.082321,-8.533639,-49.713009,-8.4111834,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
S(CC[C@](NC=O)C(=O)N[C@](C(=O)NCC(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)O)CC(C)C)CCC(=O)O)CS)CC(=O)O)C,1,204,-8.3339033,1.8716475,-117.49722,-80.309853,-9.0661201,-48.482677,-8.3339033,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.0065383911,1
S(=O)(=O)(OCC1C(OC2C(OS(=O)(=O)O)C(O)C(OC3C(NS(=O)(=O)O)C(OS(=O)(=O)O)C(OC4C(OS(=O)(=O)O)C(O)C(O)C(C(=O)O)O4)C(CO)O3)C(C(=O)O)O2)C(O)C(NC(=O)C)C(O)O1)O,1,737,-8.319766,1.4100926,-176.97433,-84.827042,-9.0311718,-51.627853,-8.319766,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(N)CC1C(=O)N2C(C(=O)NC(C(C(O)CO)C)C(=O)NC3C(=O)NCC(=O)NC(C(CC)C)C(=O)NCC(=O)NC(C(=O)N1)CS(=O)c1[nH]c4c(c1C3)ccc(O)c4)CC(O)C2,1,835,-8.2622976,1.3614303,17.636826,-90.503639,-13.448688,-46.318443,-8.2622976,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(NNC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]2NC(=O)CC2)Cc2[nH]cnc2)Cc2c3c([nH]c2)cccc3)CO)Cc2ccc(O)cc2)COC(C)(C)C)CC(C)C)CCCNC(=N)N)CCC1)N,1,103,-8.2551651,5.2398992,-225.94583,-48.505394,-5.955924,-48.165245,-8.2551651,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(N[C@@](C(=O)N1CCC(N)(C(=O)O)CC1)CCCCN)[C@](NC(=O)[C@](NC(=O)CNC[C@](C)c1ccccc1)Cc1ccccc1)CC(C)C,1,588,-8.2404137,2.4328961,87.509125,-55.488453,-8.9553623,-44.231766,-8.2404137,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.0065383911,1
O=C1N(C)[C@@]([C@](O)[C@@](C/C=C/C=C)C)C(=O)N[C@@](CC)C(=O)N(C)CC(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C)C(=O)N[C@@](C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@]1C(C)C,1,148,-8.2282228,3.2234263,316.13358,-70.987747,-5.0603509,-44.290195,-8.2282228,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(OCc1scnc1)N[C@](CC[C@@](NC(=O)[C@@](NC(=O)N(Cc1nc(C(C)C)sc1)C)CCN1CCOCC1)Cc1ccccc1)Cc1ccccc1,1,99,-8.2260799,2.2506967,-80.472511,-65.300697,-7.6971607,-41.881981,-8.2260799,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.019615173,1
P(=O)(Oc1ccc(C[C@](NC(=O)CCCCC)C(=O)N[C@](C(=O)NCCCCCC(=O)N)[C@](CC)C)cc1)(O)O,1,424,-8.2162733,2.1577721,-168.94559,-76.072853,-9.654705,-45.267616,-8.2162733,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.45963776,1
O=C1N(C)C(C(O)C(CC=CC)C)C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C,1,903,-8.2094145,1.5956644,337.9577,-40.552982,-8.0231218,-41.651905,-8.2094145,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,2.8929858,1
SC[C@](NC(=O)[C@@](NC(=O)[C@@](N)CNC(=O)CC[C@@](NC(=O)c1ccc(NCC=2N=C3C(=O)N=CN=C3NC=2)cc1)C(=O)O)CC(=O)O)C(=O)O,1,107,-8.1715431,2.9746089,-55.617367,-79.837219,-9.7025547,-50.817345,-8.1715431,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.17054036,1
S(=O)(=O)(OCC1C(OC2C(OS(=O)(=O)O)C(O)C(OC3C(NS(=O)(=O)O)C(OS(=O)(=O)O)C(OC4C(OS(=O)(=O)O)C(O)C(O)C(C(=O)O)O4)C(CO)O3)C(C(=O)O)O2)C(O)C(NC(=O)C)C(O)O1)O,1,737,-8.1655493,1.6958853,-184.22403,-61.532276,-9.3131342,-47.374775,-8.1655493,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
SC[C@](NC(=O)[C@@](NC(=O)[C@@](N)CNC(=O)CC[C@@](NC(=O)c1ccc(NCC=2N=C3C(=O)N=CN=C3NC=2)cc1)C(=O)O)CC(=O)O)C(=O)O,1,107,-8.1463842,2.2804534,-52.317665,-86.215782,-9.6324825,-44.049004,-8.1463842,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.30493164,1
O=C(NNC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]2NC(=O)CC2)Cc2[nH]cnc2)Cc2c3c([nH]c2)cccc3)CO)Cc2ccc(O)cc2)COC(C)(C)C)CC(C)C)CCCNC(=N)N)CCC1)N,1,103,-8.1318684,1.9574088,-220.55385,-81.570152,-7.8555064,-44.888252,-8.1318684,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(OCCCCCOC(=O)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1,1,560,-8.1297951,1.7771875,30.820913,-20.166567,-8.0864573,-48.390884,-8.1297951,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(OC1C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C1OC(=O)c1cnccc1)c1cnccc1,1,983,-8.1232023,1.7936532,54.779251,-57.735607,-9.1737661,-42.307693,-8.1232023,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,1.7704365,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@]([C@](CC)C)NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)[C@@](N)CSSC2)CCC1)CC(C)C,1,61,-8.121623,2.421818,-48.462139,-43.448666,-10.168489,-47.435059,-8.121623,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.0065383911,1
O=C(OCCCCCOC(=O)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1,1,560,-8.1201353,3.0903661,31.160917,-42.829876,-7.5192413,-49.797134,-8.1201353,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(N[C@@](C(=O)N1CCC(N)(C(=O)O)CC1)CCCCN)[C@](NC(=O)[C@](NC(=O)CNC[C@](C)c1ccccc1)Cc1ccccc1)CC(C)C,1,588,-8.1140413,2.4017556,88.907646,-9.6856413,-9.2614222,-39.679493,-8.1140413,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.0065383911,1
S(=O)(=O)(N(Cc1nc(NCC(=O)O)ccc1)Cc1ccc(-n2nccc2)cc1)c1cnccc1,1,3,-8.0934649,2.0548675,2.9735808,-63.979725,-9.2185583,-46.795284,-8.0934649,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.66296506,1
S(=O)(=O)(OCC1C(OC2C(OS(=O)(=O)O)C(O)C(OC3C(NS(=O)(=O)O)C(OS(=O)(=O)O)C(OC4C(OS(=O)(=O)O)C(O)C(O)C(C(=O)O)O4)C(CO)O3)C(C(=O)O)O2)C(O)C(NC(=O)C)C(O)O1)O,1,737,-8.0768862,1.6238172,-190.3817,-77.930992,-8.725585,-50.978024,-8.0768862,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(OC1C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C1OC(=O)c1cnccc1)c1cnccc1,1,983,-8.0651112,1.3989834,58.6679,-32.678383,-8.990262,-44.745583,-8.0651112,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,1.6437275,1
SC[C@](NC(=O)[C@@](NC(=O)[C@@](N)CNC(=O)CC[C@@](NC(=O)c1ccc(NCC=2N=C3C(=O)N=CN=C3NC=2)cc1)C(=O)O)CC(=O)O)C(=O)O,1,107,-8.0618458,3.6655221,-55.184601,-52.498631,-9.6964064,-45.815842,-8.0618458,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,3.4238281,1
O=C(OCCCCCOC(=O)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1,1,560,-8.0608664,2.9068606,21.389284,13.584458,-7.2918072,-48.427559,-8.0608664,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,2.8516567,1
O=C(OCc1scnc1)N[C@](CC[C@@](NC(=O)[C@@](NC(=O)N(Cc1nc(C(C)C)sc1)C)CCN1CCOCC1)Cc1ccccc1)Cc1ccccc1,1,99,-8.0495138,2.4654775,-79.944611,-62.572838,-7.4572363,-45.308773,-8.0495138,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.0065383911,1
SC[C@](NC(=O)[C@@](NC(=O)[C@@](N)CNC(=O)CC[C@@](NC(=O)c1ccc(NCC=2N=C3C(=O)N=CN=C3NC=2)cc1)C(=O)O)CC(=O)O)C(=O)O,1,107,-8.0481119,2.1908684,-50.687176,-94.923584,-9.8145428,-47.220932,-8.0481119,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.2134961,1
P(=O)(Oc1ccc(C[C@](NC(=O)CCCCC)C(=O)N[C@](C(=O)NCCCCCC(=O)N)[C@](CC)C)cc1)(O)O,1,424,-8.0412226,1.6696956,-164.472,-56.667435,-9.8929024,-47.063812,-8.0412226,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.3935318,1
O=C(O)C1C(O)CC2(O)OC1CC(OC1C(O)C(N)C(O)C(C)O1)C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C(C)C(C)OC(=O)CC(O)CC(O)CCC(O)C(O)CC(O)C2,1,827,-8.0334558,1.7595687,-148.22604,-73.294243,-7.6074085,-46.47488,-8.0334558,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C1N(C)C(C(O)C(CC=CC)C)C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C,1,903,-8.0236435,1.2900397,335.96637,-7.1231813,-5.3760924,-40.481915,-8.0236435,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C(N)CC1C(=O)N2C(C(=O)NC(C(C(O)CO)C)C(=O)NC3C(=O)NCC(=O)NC(C(CC)C)C(=O)NCC(=O)NC(C(=O)N1)CS(=O)c1[nH]c4c(c1C3)ccc(O)c4)CC(O)C2,1,835,-8.0088949,1.837661,12.947686,-76.55687,-11.374372,-44.099827,-8.0088949,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0,1
O=C1N(C)C(C(O)C(CC=CC)C)C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C,1,903,-8.0036211,2.0859203,332.10962,-35.317963,-6.5659986,-41.107182,-8.0036211,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,2.8929858,1
O=C(N[C@@](C(=O)N1CCC(N)(C(=O)O)CC1)CCCCN)[C@](NC(=O)[C@](NC(=O)CNC[C@](C)c1ccccc1)Cc1ccccc1)CC(C)C,1,588,-8.0019436,1.5864577,78.421753,-87.395882,-10.311656,-42.165714,-8.0019436,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data11.sdf,0.0065383911,1
